Development_Start_Date,Purchased_Date,City,Locality,Property_Type,Developer_Name,Year_Of_Esablishment,CEO,Number_Of_Employees,Service_Amount,Rating,Investor_Name,City_Investors,sq-ft_cost,Purchase_Amount,Area_Purchased
11-Oct-11,17-Nov-11,MUMBAI,CHEMBUR,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Travis Hansen,puducherry,13923,8084251,7258
12-Oct-11,18-Nov-11,MUMBAI,VILE PARLE,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Linnea Breitenberg,sikar,19264,116519075,8766
13-Oct-11,19-Nov-11,MUMBAI,VASAI,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Liliana Harber V,thoothukudi,3883,7259773,8903
14-Oct-11,20-Nov-11,MUMBAI,JUHU,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Isaac Buckridge,rewa,27611,159028316,8228
15-Oct-11,21-Nov-11,MUMBAI,AIROLI,Residential,Midas,1984,Elta Cartwright,8927,0.61,D,Heloise Harber,mirzapur,18600,102250152,9012
16-Oct-11,22-Nov-11,DELHI,Mayur Vihar,Commercial,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Annabel Hand,raichur,10400,51859600,9973
17-Oct-11,23-Nov-11,DELHI,Chanakyapuri,Commercial,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Ellen Olson,pali,49997,197304161,5481
18-Oct-11,24-Nov-11,DELHI,Vasant Kunj,Commercial,William Hare,1969,Tiffany Hudson,6016,0.37,A,Rosemarie Cole,ramagundam,15900,35933364,6108
19-Oct-11,25-Nov-11,DELHI,Saket,Commercial,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Ashtyn Kreiger V,vizianagaram,12300,69296355,7935
20-Oct-11,26-Nov-11,DELHI,Pithampura,Commercial,ESH Holdings,1849,Miss Kaci Hodkiewicz,7219,0.61,C,Wellington Balistreri,katihar,30000,94464600,5162
21-Oct-11,27-Nov-11,DELHI,Mayur Vihar,Residential,North Midland Construction,1857,Haleigh DuBuque V,6986,0.27,B,Elwin Kuvalis,haridwar,9400,18128934,7143
22-Oct-11,28-Nov-11,DELHI,Chanakyapuri,Residential,Ogilvie Group,1862,Gisselle Yost Jr.,9196,0.82,D,Vidal Dickinson,sri ganganagar,49000,401398200,9990
23-Oct-11,29-Nov-11,DELHI,Vasant Kunj,Residential,Barr ,1841,Rosalinda Pacocha,2233,0.52,B,Ms. Anibal Kutch,karawat nagar,15400,61237176,7647
24-Oct-11,30-Nov-11,DELHI,Saket,Residential,Forth Holdings,1915,Johnny Pagac,9881,0.4,D,Miss Mallie Hintz,nagercoil,11900,37147040,7804
25-Oct-11,1-Dec-11,DELHI,Pithampura,Residential,Bechtel,1809,Rafaela Hintz DVM,1909,0.28,E,Sigurd Macejkovic,mango,29000,50725640,6247
26-Oct-11,2-Dec-11,HYDERABAD,KUKATPALLY,Commercial,Longcross,1961,Malachi Larson,8600,0.28,D,Octavia Doyle,bulandshahr,2992,4632813,5530
27-Oct-11,3-Dec-11,HYDERABAD,JUBLIEE HILLS,Commercial,Higgins ,1840,Joshua Dickens,2322,0.07,C,Melany Keebler DVM,thanjavur,10087,4742100,6716
13-Oct-11,4-Dec-11,HYDERABAD,BANJARA HILLS,Commercial,Carey Group ,1938,Melvina Veum,2757,0.88,D,Agustin Conroy,mumbai,7320,48563222,7539
14-Oct-11,5-Dec-11,HYDERABAD,KONDAPUR,Commercial,Malcolm Group,1962,Demond Ward,3028,0.84,E,Ernest Reichert,delhi,23873,189904940,9470
15-Oct-11,6-Dec-11,HYDERABAD,MIYAPUR,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Natasha Jaskolski,bangalore,2611,11705635,7005
16-Oct-11,7-Dec-11,HYDERABAD,KUKATPALLY,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Eleanora Lakin,hyderabad,2504,11699589,6314
17-Oct-11,8-Dec-11,HYDERABAD,JUBLIEE HILLS,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Miss Ebba Jerde,ahmedabad,4666,2256104,6044
18-Oct-11,9-Dec-11,HYDERABAD,BANJARA HILLS,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Johnny Konopelski,chennai,4617,20936618,6572
19-Oct-11,10-Dec-11,HYDERABAD,KONDAPUR,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Christian Ferry,kolkata,3152,5314556,8029
20-Oct-11,11-Dec-11,HYDERABAD,MIYAPUR,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Shanel Anderson,surat,3034,17068981,8037
21-Oct-11,12-Dec-11,BANGALORE,INDIRANAGAR,Commercial,Midas,1984,Elta Cartwright,8927,0.61,D,Patience Terry DDS,pune,6113,18775163,5035
22-Oct-11,13-Dec-11,BANGALORE,JAYANAGAR,Commercial,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Lemuel Schamberger,jaipur,94578,387296910,8190
23-Oct-11,14-Dec-11,BANGALORE,FRAZER TOWN,Commercial,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Lenore Rodriguez IV,lucknow,7689,34511923,6234
24-Oct-11,15-Dec-11,BANGALORE,HEBBAL,Commercial,William Hare,1969,Tiffany Hudson,6016,0.37,A,Michel Walker,kanpur,3672,11176173,8226
25-Oct-11,16-Dec-11,BANGALORE,KORAMANGALA,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Wilfred Satterfield,nagpur,9254,64028426,9350
26-Oct-11,17-Dec-11,BANGALORE,INDIRANAGAR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Tod Beahan,indore,10539,50754981,6508
27-Oct-11,18-Dec-11,BANGALORE,JAYANAGAR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Miss Ryder Pagac,thane,12021,76154718,8561
28-Oct-11,19-Dec-11,BANGALORE,FRAZER TOWN,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Kyler Hudson,bhopal,6548,34742378,7170
29-Oct-11,20-Dec-11,BANGALORE,HEBBAL,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Josie Kemmer,vishakapatnam,4030,1817046,5636
30-Oct-11,21-Dec-11,BANGALORE,KORAMANGALA,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Demarcus Schamberger,pimpri-chinchwad,5579,33429145,8684
31-Oct-11,22-Dec-11,MUMBAI,CHEMBUR,Commercial,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Duane Wisoky,patna,13365,23763906,8467
1-Nov-11,23-Dec-11,MUMBAI,VILE PARLE,Commercial,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Jamaal Treutel,vadodra,20489,135376970,9439
2-Nov-11,24-Dec-11,MUMBAI,VASAI,Commercial,Midas,1984,Elta Cartwright,8927,0.61,D,Delores Schmeler IV,ghaziabad,3879,13219904,5587
3-Nov-11,25-Dec-11,MUMBAI,JUHU,Commercial,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Misty Batz,ludhiana,24688,83605912,6773
4-Nov-11,26-Dec-11,MUMBAI,AIROLI,Commercial,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Jerrold Sawayn,agra,20500,89209440,6044
5-Nov-11,27-Dec-11,MUMBAI,CHEMBUR,Residential,William Hare,1969,Tiffany Hudson,6016,0.37,A,Cale Legros,nashik,13923,45163288,8767
6-Nov-11,28-Dec-11,MUMBAI,VILE PARLE,Residential,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Cruz Considine,faridabad,19264,76812503,5616
7-Nov-11,29-Dec-11,MUMBAI,VASAI,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Al Zulauf,meerut,3883,24409703,8495
8-Nov-11,30-Dec-11,MUMBAI,JUHU,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Maci McLaughlin,rajkot,27611,139735405,6839
9-Nov-11,31-Dec-11,MUMBAI,AIROLI,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Ike Kozey,kalyan-dombivali,18600,116347092,8453
10-Nov-11,1-Jan-12,HYDERABAD,MIYAPUR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Duncan Champlin III,vasai-virar,2225,15887079,9649
11-Nov-11,2-Jan-12,BANGALORE,INDIRANAGAR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Estella Blanda,varanasi,10438,47758234,6183
12-Nov-11,3-Jan-12,BANGALORE,JAYANAGAR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Paxton Marquardt,srinagar,14357,56796866,5346
13-Nov-11,4-Jan-12,BANGALORE,FRAZER TOWN,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Spencer Wiza,aurangabad,7105,37192970,7074
14-Nov-11,5-Jan-12,BANGALORE,HEBBAL,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Micaela Hickle,dhanbad,4534,31357325,9346
15-Nov-11,6-Jan-12,BANGALORE,KORAMANGALA,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Addie Lockman,amritsar,8882,40132784,6106
16-Nov-11,7-Jan-12,BANGALORE,INDIRANAGAR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Timmothy Senger,navi mumbai,6552,47907831,9881
17-Nov-11,8-Jan-12,BANGALORE,JAYANAGAR,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Arturo Bartoletti,allahabad,106544,67242049,7889
18-Nov-11,9-Jan-12,BANGALORE,FRAZER TOWN,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Ottilie Beahan,ranchi,8690,51572456,8601
19-Nov-11,10-Jan-12,BANGALORE,HEBBAL,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Tyler Thiel Sr.,howrah,5107,7097606,6618
20-Nov-11,11-Jan-12,BANGALORE,KORAMANGALA,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Kamron Sawayn I,coimbatore,5852,30415770,7425
21-Nov-11,12-Jan-12,MUMBAI,CHEMBUR,Commercial,Carey Group ,1938,Melvina Veum,2757,0.88,D,Willow Doyle,jabalpur,13498,78835879,6637
22-Nov-11,13-Jan-12,MUMBAI,VILE PARLE,Commercial,Malcolm Group,1962,Demond Ward,3028,0.84,E,Ansel Fahey,gwalior,21192,129771331,7290
23-Nov-11,14-Jan-12,MUMBAI,VASAI,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Jackeline Jast,vijayawada,3972,18135199,7134
24-Nov-11,15-Jan-12,MUMBAI,JUHU,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Ulices Smitham,jodhpur,25279,154496653,8259
25-Nov-11,16-Jan-12,MUMBAI,AIROLI,Commercial,Malcolm Group,1962,Demond Ward,3028,0.84,E,Charles Fisher,madurai,22504,151018943,7989
26-Nov-11,17-Jan-12,MUMBAI,CHEMBUR,Residential,United House,1959,Estel Botsford,1728,0.64,B,Corine Adams PhD,raipur,14171,90249997,9951
27-Nov-11,18-Jan-12,MUMBAI,VILE PARLE,Residential,United House,1959,Estel Botsford,1728,0.64,B,Brando Kunde,kota,20238,106986163,8260
28-Nov-11,19-Jan-12,MUMBAI,VASAI,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Mr. Sasha Parker,guwahati,4137,22152146,7236
29-Nov-11,20-Jan-12,MUMBAI,JUHU,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Edison Leffler,chandigarh,28370,114521179,5455
30-Nov-11,21-Jan-12,MUMBAI,AIROLI,Residential,United House,1959,Estel Botsford,1728,0.64,B,Miss Leland Auer,solapur,21000,91620480,6817
1-Dec-11,22-Jan-12,DELHI,Mayur Vihar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Miss Delta Mohr,hubballi-dharwad,10000,52318000,7070
2-Dec-11,23-Jan-12,DELHI,Chanakyapuri,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Baylee Ratke,bareilly,60000,314085600,7074
3-Dec-11,24-Jan-12,DELHI,Vasant Kunj,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Ms. Leone Okuneva,morababad,17300,75480592,5896
4-Dec-11,25-Jan-12,DELHI,Saket,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Cristina Glover,mysore,2100,1673280,9960
5-Dec-11,26-Jan-12,DELHI,Pithampura,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Helene Russel,gurgaon,31000,113281440,5296
6-Dec-11,27-Jan-12,DELHI,Mayur Vihar,Residential,Brett Group,1940,Naomie Daniel,1452,0.21,C,Emanuel Armstrong DDS,aligarh,9000,14766570,7813
7-Dec-11,28-Jan-12,DELHI,Chanakyapuri,Residential,Mulalley,1817,Fletcher Sauer PhD,3414,0.65,B,Guy Larkin,jalandhar,5800,36131680,9584
8-Dec-11,29-Jan-12,DELHI,Vasant Kunj,Residential,Mabey,1814,Dereck Simonis V,5578,0.94,A,Desiree Quitzon,tiruchirapalli,16000,96496640,6416
9-Dec-11,30-Jan-12,DELHI,Saket,Residential,Lagan,1896,Bailey Witting,4545,0.32,D,Garfield Weber,bhubaneshwar,18900,34854624,5763
10-Dec-11,31-Jan-12,DELHI,Pithampura,Residential,Headcrown,1802,Kyra Herman,7357,0.58,E,Mr. Dayne Towne,salem,30500,144332710,8159
11-Dec-11,1-Feb-12,HYDERABAD,KUKATPALLY,Commercial,Thomas Armstrong ,1869,Carlos Moen DDS,7225,0.91,B,Dr. Giovani Dach,mira-bhayandar,2823,17866908,6955
12-Dec-11,2-Feb-12,MUMBAI,CHEMBUR,Commercial,Tolent,1917,Miss Clair Greenholt,1334,0.83,C,Jarrett Donnelly,trivandrum,13498,79263631,7075
13-Dec-11,3-Feb-12,MUMBAI,VILE PARLE,Commercial,GF Tomlinson,1854,Miss Larue Considine,4473,0.45,D,Randi Littel,bhiwandi,21192,67489103,7077
14-Dec-11,4-Feb-12,MUMBAI,VASAI,Commercial,Simpson (York),1878,Nico Beier,6445,0.39,E,Karlee Schuppe,saharanpur,3972,12595569,8131
15-Dec-11,5-Feb-12,MUMBAI,JUHU,Commercial,Pyeroy Group,1817,Tito Langworth,7430,0.28,C,Dr. Felicity Botsford,gorakhpur,25279,50969542,7201
16-Dec-11,6-Feb-12,MUMBAI,AIROLI,Commercial,Shepherd,1828,Donny O'Conner,5651,0.5,B,Cyril Kuvalis,guntur,22504,79911704,7102
17-Dec-11,7-Feb-12,MUMBAI,CHEMBUR,Residential,VolkerWessels UK,1884,Gregorio Rolfson,8564,0.2,E,Effie McDermott,bikaner,14171,15372701,5424
18-Dec-11,8-Feb-12,MUMBAI,VILE PARLE,Residential,Miller,1973,Ms. Rickey Windler,8732,0.72,D,Chelsea Satterfield,amravati,20238,104272652,7156
19-Dec-11,9-Feb-12,MUMBAI,VASAI,Residential,Morrison Utility Services ,1944,Nelson Johnson,2972,0.24,B,Raheem Parker DVM,noida,4137,5500555,5540
20-Dec-11,10-Feb-12,MUMBAI,JUHU,Residential,Lend Lease,1959,Fritz Schmeler,7125,0.37,D,Ms. Conor Moen,jamshedpur,28370,92330732,8796
21-Dec-11,11-Feb-12,MUMBAI,AIROLI,Residential,Imtech,1996,Greg Pfannerstill,1528,0.93,A,Santa Hoeger,bhilai,21000,180457200,9240
22-Dec-11,12-Feb-12,DELHI,Mayur Vihar,Commercial,J Murphy,1957,Tabitha Stamm,5579,0.43,E,Alex Cartwright,warangal,10000,40312500,9375
23-Dec-11,13-Feb-12,DELHI,Chanakyapuri,Commercial,NG Bailey,1940,Alize Jaskolski MD,2246,0.04,C,Stacey Weber,cuttack,60000,21124800,8802
24-Dec-11,14-Feb-12,DELHI,Vasant Kunj,Commercial,SSE Contracting,1880,Watson Wyman,5729,0.25,D,Elsa Bauch,firozabad,17300,38518450,8906
25-Dec-11,15-Feb-12,DELHI,Saket,Commercial,Mclaren,1862,Steve Guªann,5661,0.3,C,Colten Dare,kochi,2100,6083910,9657
26-Dec-11,16-Feb-12,DELHI,Pithampura,Commercial,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Alisha Botsford,bhavnagar,31000,174298740,7302
27-Dec-11,17-Feb-12,DELHI,Mayur Vihar,Residential,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Laury Ritchie,dehradun,9000,72519120,8572
28-Dec-11,18-Feb-12,DELHI,Chanakyapuri,Residential,DLF,1946,T.C.Goyal,7542,0.29,E,Delilah Pacocha,durgapur,5800,10054996,5978
29-Dec-11,19-Feb-12,DELHI,Vasant Kunj,Residential,Aaryan Estates,2006,Aryan Patel,5336,0.21,B,Agustin Spinka,asansol,16000,24094560,7171
30-Dec-11,20-Feb-12,DELHI,Saket,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Dovie Roob,nanded,18900,40329198,7358
31-Dec-11,21-Feb-12,DELHI,Pithampura,Residential,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Zander Harris,kolhapur,30500,138616400,5681
1-Jan-12,22-Feb-12,HYDERABAD,KUKATPALLY,Commercial,Arun Excello,1987,Sriram P,1255,0.15,E,Vance Runolfsdottir,ajmer,2823,2701611,6380
2-Jan-12,23-Feb-12,HYDERABAD,JUBLIEE HILLS,Commercial,Manjeera,1985,Yoganand,450,0.32,B,Nick Bogisich,gulbarga,8578,26595917,9689
3-Jan-12,24-Feb-12,HYDERABAD,BANJARA HILLS,Commercial,Amrapalli Group,1973,Dr.Anil Kumar Sharma,1023,0.51,A,Anita Fisher,jamnagar,98839,272958724,5415
4-Jan-12,25-Feb-12,HYDERABAD,KONDAPUR,Commercial,Hiranandhani Developers,1980,Dr.RL Bhatia,1600,0.04,C,Brendon Johnston,ujjain,24509,8566386,8738
5-Jan-12,26-Feb-12,HYDERABAD,MIYAPUR,Commercial,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Reba Shields,loni,2698,16582286,7982
6-Jan-12,27-Feb-12,HYDERABAD,KUKATPALLY,Residential,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Percy Denesik,siliguri,2035,18951100,9907
7-Jan-12,28-Feb-12,HYDERABAD,JUBLIEE HILLS,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Betty Davis,jhansi,4846,12350128,8788
8-Jan-12,29-Feb-12,HYDERABAD,BANJARA HILLS,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Mariane Gulgowski,ulhasnagar,40056,108437600,9335
9-Jan-12,1-Mar-12,HYDERABAD,KONDAPUR,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Nella Fritsch,nellore,3173,8183992,8894
10-Jan-12,2-Mar-12,HYDERABAD,MIYAPUR,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Kennith Boyle,jammu,2225,3717930,5762
11-Jan-12,3-Mar-12,BANGALORE,INDIRANAGAR,Commercial,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Laila Marks,sangli-miraj & kupwad,10438,23568378,7786
12-Jan-12,4-Mar-12,BANGALORE,JAYANAGAR,Commercial,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Carmela Jenkins,belgaum,14357,60885166,5301
13-Jan-12,5-Mar-12,BANGALORE,FRAZER TOWN,Commercial,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Heidi Casper,mangalore,7105,11291266,5480
14-Jan-12,6-Mar-12,BANGALORE,HEBBAL,Commercial,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Florida Shields,ambattur,4534,20294184,5595
15-Jan-12,7-Mar-12,BANGALORE,KORAMANGALA,Commercial,Arun Excello,1987,Sriram P,1255,0.15,E,Joana Walter,tirunelveli,8882,7237054,5432
16-Jan-12,8-Mar-12,BANGALORE,INDIRANAGAR,Residential,Manjeera,1985,Yoganand,450,0.32,B,Celia Conroy DDS,melagaon,6552,14296988,6819
17-Jan-12,9-Mar-12,BANGALORE,JAYANAGAR,Residential,Amrapalli Group,1973,Dr.Anil Kumar Sharma,1023,0.51,A,Mr. Lydia O'Conner,gaya,106544,396445962,7296
18-Jan-12,10-Mar-12,BANGALORE,FRAZER TOWN,Residential,Hiranandhani Developers,1980,Dr.RL Bhatia,1600,0.04,C,Rasheed Daugherty,jalgaon,8690,2482559,7142
19-Jan-12,11-Mar-12,BANGALORE,HEBBAL,Residential,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Jalyn Wyman,udaipur,5107,38753703,9855
20-Jan-12,12-Mar-12,BANGALORE,KORAMANGALA,Residential,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Anne Barrows,maheshtala,5852,50509080,9182
21-Jan-12,13-Mar-12,MUMBAI,CHEMBUR,Commercial,DLF,1946,T.C.Goyal,7542,0.29,E,Rhiannon Haley,tirupur,13498,28301257,7230
22-Jan-12,14-Mar-12,MUMBAI,VILE PARLE,Commercial,Aaryan Estates,2006,Aryan Patel,5336,0.21,B,Lucinda Dibbert,davanagere,21192,32874514,7387
23-Jan-12,15-Mar-12,MUMBAI,VASAI,Commercial,Unitech,1972,Ramesh Chandra,1472,0.59,A,Marilyne Lehner,kozhikode,3972,12270461,5236
24-Jan-12,16-Mar-12,MUMBAI,JUHU,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Eli Moen,akola,25279,164699005,8687
25-Jan-12,17-Mar-12,MUMBAI,AIROLI,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Marcus Botsford,kurnool,22504,165573180,9810
26-Jan-12,18-Mar-12,MUMBAI,CHEMBUR,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Koby McDermott,rajpur sonarpur,14171,73441208,6910
27-Jan-12,19-Mar-12,MUMBAI,VILE PARLE,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Shanie Rau,bokaro,20238,85500491,5633
28-Jan-12,20-Mar-12,MUMBAI,VASAI,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Newton Jacobs,south dumdum,4137,17288523,5572
29-Jan-12,21-Mar-12,MUMBAI,JUHU,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Gladyce Reichel,bellary,28370,158879093,7467
30-Jan-12,22-Mar-12,MUMBAI,AIROLI,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Addison Schinner MD,patiala,21000,97224750,6173
31-Jan-12,23-Mar-12,HYDERABAD,MIYAPUR,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Mrs. Jose Hansen,gopalpur,2225,15909863,9534
1-Feb-12,24-Mar-12,BANGALORE,INDIRANAGAR,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Madelyn Fisher,agartala,10438,61813836,7896
2-Feb-12,25-Mar-12,BANGALORE,JAYANAGAR,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Jordy West,bhagalpur,14357,105147079,9765
3-Feb-12,26-Mar-12,BANGALORE,FRAZER TOWN,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Earline Deckow I,muzaffarnagar,7105,44329871,8319
4-Feb-12,27-Mar-12,BANGALORE,HEBBAL,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Ms. Vincenzo O'Connell,bhatpara,4534,26680323,7846
5-Feb-12,28-Mar-12,BANGALORE,KORAMANGALA,Commercial,TATA,1868,Ratan Tata,565502,0.79,E,Demarco Upton,panihati,8882,51734719,7373
6-Feb-12,29-Mar-12,BANGALORE,INDIRANAGAR,Residential,VGN,1942,Pratish Devadoss,3683,0.26,D,Trisha Wintheiser,latur,6552,16614431,9753
7-Feb-12,30-Mar-12,BANGALORE,JAYANAGAR,Residential,Carillion ,1927,Arlo Moore,8282,0.16,C,Deja McGlynn,dhule,106544,141609761,8307
8-Feb-12,31-Mar-12,BANGALORE,FRAZER TOWN,Residential,Kier Group (Inc. May Gurney),1862,Salvatore Hackett,7200,0.61,B,Kristina Spencer,rohtak,7607,43548934,9385
9-Feb-12,1-Apr-12,BANGALORE,HEBBAL,Residential,Interserve,1856,Ms. Jeanie Hettinger,9644,0.85,E,Colt Boyer,korba,5151,32553032,7435
10-Feb-12,2-Apr-12,BANGALORE,KORAMANGALA,Residential,Mitie,1954,Johnnie Senger,7511,0.2,D,Peyton VonRueden II,bhilwara,6704,7714963,5754
11-Feb-12,3-Apr-12,MUMBAI,CHEMBUR,Commercial,Morgan Sindall,1920,Lexi Moore,9930,0.56,B,Name Hegmann,brahmapur,13640,62252960,8150
12-Feb-12,4-Apr-12,MUMBAI,VILE PARLE,Commercial,BAM Construction/Nuttall,1850,Deon Emard,2625,0.02,D,Carlo Bogan,muzaffarpur,19927,3750261,9410
13-Feb-12,5-Apr-12,MUMBAI,VASAI,Commercial,Laing O Rourke,1898,Ryann Becker,1723,0.73,E,Jerry Maggio,ahmednagar,3997,25300331,8671
14-Feb-12,6-Apr-12,MUMBAI,JUHU,Commercial,Galliford Try ,1898,Carlee Koelpin,3361,0.5,C,Jerald Predovic MD,mathura,27756,93981816,6772
15-Feb-12,7-Apr-12,MUMBAI,AIROLI,Commercial,Keller,1866,Lavonne Hudson,6649,0.78,A,Nikko Dickinson,kollam,23000,140075520,7808
16-Feb-12,8-Apr-12,MUMBAI,CHEMBUR,Residential,ISG,1924,Delta Durgan,6405,0.56,D,Susie Ratke DDS,avadi,16373,59891124,6532
17-Feb-12,9-Apr-12,MUMBAI,VILE PARLE,Residential,Wates,1804,Florian D'Amore,2543,0.5,E,Reynold Frami,rajamundry,20595,53825033,5227
18-Feb-12,10-Apr-12,MUMBAI,VASAI,Residential,Amey UK,1917,Jonathon Sanford,1323,0.6,D,Ms. Carolanne Stiedemann,kadapa,4269,14369454,5610
19-Feb-12,11-Apr-12,MUMBAI,JUHU,Residential,Enterprise,1954,Polly Brakus,9410,0.87,C,Dr. Kadin Swaniawski,kamarhati,30167,162615817,6196
20-Feb-12,12-Apr-12,MUMBAI,AIROLI,Residential,Vinci UK,1808,Camron Rowe I,5160,0.58,B,Garry Kris,bilaspur,21585,89813458,7174
21-Feb-12,13-Apr-12,DELHI,Mayur Vihar,Commercial,Skanska,1904,Connor Wyman,2574,0.37,A,Kenny Jacobi,shahjahanpur,9500,30028645,8543
22-Feb-12,14-Apr-12,DELHI,Chanakyapuri,Commercial,Willmott Dixon ,1863,Lester Ryan,5982,0.67,D,Ervin Ankunding,bijapur,51000,208573680,6104
23-Feb-12,15-Apr-12,DELHI,Vasant Kunj,Commercial,Bouygues & Subsidiaries,1911,Viola Murazik,3761,0.92,E,Shanie Yost,rampur,17900,133670756,8117
24-Feb-12,16-Apr-12,DELHI,Saket,Commercial,Mace,1897,Coy Block,8200,0.86,B,Mrs. Collin Volkman,shivamogga,2200,11420112,6036
25-Feb-12,17-Apr-12,DELHI,Pithampura,Commercial,Costain,1949,Joany Littel,7859,0.64,A,Marcelle Guªann III,chandrapur,31200,106030080,5310
26-Feb-12,18-Apr-12,DELHI,Mayur Vihar,Residential,Sir Robert McAlpine ,1836,Nedra Zieme,5965,0.35,E,Antonietta Harvey,junagadh,8500,19325600,6496
27-Feb-12,19-Apr-12,KOLKATA,Dum Dum,Residential,Mears,1824,Orion Nicolas,5484,0.41,B,Heloise Stokes,thrissur,3025,12225144,9857
28-Feb-12,20-Apr-12,KOLKATA,Tollygunge,Residential,Lakeside 1 (Keepmoat),1944,Jacinthe Stehr,5581,0.26,D,Devonte Hickle,alwar,4197,10804169,9901
