Development_Start_Date,Purchased_Date,City,Locality,Property_Type,Developer_Name,Year_Of_Esablishment,CEO,Number_Of_Employees,Service_Amount,Rating,Investor_Name,City_Investors,sq-ft_cost,Purchase_Amount,Area_Purchased
27-Feb-12,17-Mar-12,MUMBAI,AIROLI,Residential,Enterprise,1954,Polly Brakus,9410,0.87,C,Elsa Gibson,vijayawada,21000,131982480,7224
28-Feb-12,18-Mar-12,DELHI,Mayur Vihar,Commercial,Vinci UK,1808,Camron Rowe I,5160,0.58,B,Ms. Coleman Braun,jodhpur,10000,56236800,9696
29-Feb-12,19-Mar-12,DELHI,Chanakyapuri,Commercial,Skanska,1904,Connor Wyman,2574,0.37,A,Presley Jerde,madurai,60000,167277000,7535
1-Mar-12,20-Mar-12,DELHI,Vasant Kunj,Commercial,Willmott Dixon ,1863,Lester Ryan,5982,0.67,D,Maggie Wehner,raipur,17300,70693509,6099
2-Mar-12,21-Mar-12,DELHI,Saket,Commercial,Bouygues & Subsidiaries,1911,Viola Murazik,3761,0.92,E,Dr. Patrick Gibson,kota,2100,17210256,8908
3-Mar-12,22-Mar-12,DELHI,Pithampura,Commercial,Mace,1897,Coy Block,8200,0.86,B,Monserrat Gutkowski,guwahati,31000,143057560,5366
4-Mar-12,23-Mar-12,DELHI,Mayur Vihar,Residential,Costain,1949,Joany Littel,7859,0.64,A,Mrs. Chaz Marvin,chandigarh,9000,39168000,6800
5-Mar-12,24-Mar-12,DELHI,Chanakyapuri,Residential,Sir Robert McAlpine ,1836,Nedra Zieme,5965,0.35,E,Sebastian Dibbert,solapur,5800,12370820,6094
6-Mar-12,25-Mar-12,DELHI,Vasant Kunj,Residential,Mears,1824,Orion Nicolas,5484,0.41,B,Kiera Hammes MD,hubballi-dharwad,16000,44444000,6775
7-Mar-12,26-Mar-12,DELHI,Saket,Residential,Lakeside 1 (Keepmoat),1944,Jacinthe Stehr,5581,0.26,D,Annetta Veum,bareilly,18900,33675642,6853
8-Mar-12,27-Mar-12,DELHI,Pithampura,Residential,Bowmer & Kirkland ,1930,Effie Legros,1865,0.25,C,Libby Raynor Sr.,morababad,30500,53367375,6999
9-Mar-12,28-Mar-12,HYDERABAD,KUKATPALLY,Commercial,Shepherd,1828,Donny O'Conner,5651,0.5,B,Dr. Ike Schmeler,mysore,2823,7183124,5089
10-Mar-12,29-Mar-12,HYDERABAD,JUBLIEE HILLS,Commercial,VolkerWessels UK,1884,Gregorio Rolfson,8564,0.2,E,August Stehr,gurgaon,8578,13968415,8142
11-Mar-12,30-Mar-12,HYDERABAD,BANJARA HILLS,Commercial,Miller,1973,Ms. Rickey Windler,8732,0.72,D,Edwardo Krajcik,aligarh,98839,699969891,9836
12-Mar-12,31-Mar-12,HYDERABAD,KONDAPUR,Commercial,Morrison Utility Services ,1944,Nelson Johnson,2972,0.24,B,Mr. Gregg Cronin,jalandhar,23075,31644132,5714
13-Mar-12,1-Apr-12,HYDERABAD,MIYAPUR,Commercial,Lend Lease,1959,Fritz Schmeler,7125,0.37,D,Scotty Bergnaum Sr.,tiruchirapalli,2700,6887106,6894
14-Mar-12,2-Apr-12,HYDERABAD,KUKATPALLY,Residential,Imtech,1996,Greg Pfannerstill,1528,0.93,A,Earlene Lueilwitz Jr.,bhubaneshwar,2650,20460279,8302
15-Mar-12,3-Apr-12,HYDERABAD,JUBLIEE HILLS,Residential,J Murphy,1957,Tabitha Stamm,5579,0.43,E,Brigitte Okuneva,salem,4828,18308597,8819
16-Mar-12,4-Apr-12,HYDERABAD,BANJARA HILLS,Residential,NG Bailey,1940,Alize Jaskolski MD,2246,0.04,C,Dr. Dallin Roberts,mira-bhayandar,36014,11557613,8023
17-Mar-12,5-Apr-12,HYDERABAD,KONDAPUR,Residential,SSE Contracting,1880,Watson Wyman,5729,0.25,D,Dr. Dawson Cummerata,trivandrum,3377,6828294,8088
18-Mar-12,6-Apr-12,HYDERABAD,MIYAPUR,Residential,Mclaren,1862,Steve Guªann,5661,0.3,C,Kolby Heathcote,bhiwandi,2354,6312722,8939
19-Mar-12,7-Apr-12,BANGALORE,INDIRANAGAR,Commercial,Emcor,1827,Adrain Corkery,6375,0.45,D,Ilene Gaylord,saharanpur,11784,36011315,6791
20-Mar-12,8-Apr-12,BANGALORE,JAYANAGAR,Commercial,Renew Holdings ,1815,Jefferey Gaylord V,6423,0.93,C,Mrs. Andreane Harvey,gorakhpur,12455,74502821,6432
21-Mar-12,9-Apr-12,BANGALORE,FRAZER TOWN,Commercial,Sisk,1890,Jovany Tillman III,2307,0.09,E,Dr. Rachelle Heidenreich,guntur,5977,5038790,9367
22-Mar-12,10-Apr-12,BANGALORE,HEBBAL,Commercial,Enserve (Spice),1932,Mikel Emard,4343,0.47,B,Ramona Eichmann,bikaner,4818,21184023,9355
23-Mar-12,11-Apr-12,BANGALORE,KORAMANGALA,Commercial,Northstone NI,1938,Asa Bechtelar,6450,0.59,A,Mrs. Barbara Beahan,amravati,10353,37645268,6163
24-Mar-12,12-Apr-12,BANGALORE,INDIRANAGAR,Residential,Seddon ,1846,Sincere Wisozk,3997,0.11,D,Matt Nitzsche I,noida,6822,7477935,9965
25-Mar-12,13-Apr-12,BANGALORE,JAYANAGAR,Residential,Geoffrey Osborne,1957,Green Kuhlman,3925,0.33,E,Liza Durgan,jamshedpur,107933,344531850,9673
26-Mar-12,14-Apr-12,BANGALORE,FRAZER TOWN,Residential,Robertson Group ,1832,Brenden Hills,8611,0.14,B,Lea Hoppe,bhilai,7607,6107660,5735
27-Mar-12,15-Apr-12,BANGALORE,HEBBAL,Residential,Byrne Group,1959,Dante Stanton,7750,0.45,C,Jason Huel,warangal,5151,22593059,9747
28-Mar-12,16-Apr-12,BANGALORE,KORAMANGALA,Residential,John Graham,1907,Jack Volkman,6540,0.87,D,Jeremy Walter,cuttack,6704,50923383,8731
29-Mar-12,17-Apr-12,MUMBAI,CHEMBUR,Commercial,Spie Matthew Hall,1963,Bethany Mohr IV,8478,0.19,E,Oral Emmerich,firozabad,13640,17029404,6571
30-Mar-12,18-Apr-12,MUMBAI,VILE PARLE,Commercial,Severfield-Rowen,1845,Loyal O'Keefe,9210,0.87,C,Lupe Robel Jr.,kochi,19927,148556383,8569
31-Mar-12,19-Apr-12,MUMBAI,VASAI,Commercial,Clancy,1940,Alvera Murray,9782,0.53,A,Gus Bayer,bhavnagar,3997,13941256,6581
1-Apr-12,20-Apr-12,MUMBAI,JUHU,Commercial,RG Carter,1827,Carlie Stiedemann,1892,0.19,D,Spencer Deckow,dehradun,27756,51112119,9692
2-Apr-12,21-Apr-12,MUMBAI,AIROLI,Commercial,Ardmore ,1884,Johan Hayes,1605,0.86,E,Greg Heathcote,durgapur,23000,153156540,7743
3-Apr-12,22-Apr-12,MUMBAI,CHEMBUR,Residential,Integral UK ,1910,Ramon Swaniawski,3722,0.6,C,Mr. Rosalind Boehm,asansol,16373,59257162,6032
4-Apr-12,23-Apr-12,MUMBAI,VILE PARLE,Residential,Brookfield Multiplex,1994,Athena Morar,9625,0.21,A,Dena Fisher,nanded,20595,38976449,9012
5-Apr-12,24-Apr-12,MUMBAI,VASAI,Residential,RGCM,1812,Mrs. Stacy Haag,5351,0.99,D,Eldon Predovic,kolhapur,4269,26076333,6170
6-Apr-12,25-Apr-12,MUMBAI,JUHU,Residential,Lorne Stewart,1916,Lonnie Stroman DDS,4433,0.23,C,Gregoria Hettinger,ajmer,30167,50900176,7336
7-Apr-12,26-Apr-12,MUMBAI,AIROLI,Residential,GSH Group,1834,Gabriella Schimmel MD,9597,0.97,A,Mabelle Bosco I,gulbarga,21585,165636167,7911
8-Apr-12,27-Apr-12,DELHI,Mayur Vihar,Commercial,Longcross,1961,Malachi Larson,8600,0.28,D,Pink Guªann,jamnagar,9500,23727200,8920
9-Apr-12,28-Apr-12,DELHI,Chanakyapuri,Commercial,Higgins ,1840,Joshua Dickens,2322,0.07,C,Miss Pink Abbott,ujjain,51000,33304530,9329
10-Apr-12,29-Apr-12,DELHI,Vasant Kunj,Commercial,Carey Group ,1938,Melvina Veum,2757,0.88,D,Javier Jaskolski,loni,17900,102246232,6491
11-Apr-12,30-Apr-12,DELHI,Saket,Commercial,Malcolm Group,1962,Demond Ward,3028,0.84,E,Ashleigh Nikolaus,siliguri,2200,10411632,5634
12-Apr-12,1-May-12,DELHI,Pithampura,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Shaniya Frami,jhansi,31200,184364544,9233
13-Apr-12,2-May-12,DELHI,Mayur Vihar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Wiley Reinger,ulhasnagar,8500,41922850,6665
14-Apr-12,3-May-12,DELHI,Chanakyapuri,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Sophie Spinka V,nellore,50000,259407000,7011
15-Apr-12,4-May-12,DELHI,Vasant Kunj,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Cynthia Rogahn PhD,jammu,16100,103520746,8689
16-Apr-12,5-May-12,DELHI,Saket,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Lucy Huels,sangli-miraj & kupwad,18700,79859098,5771
17-Apr-12,6-May-12,DELHI,Pithampura,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Darron Ortiz DVM,belgaum,31000,140117520,6108
18-Apr-12,7-May-12,HYDERABAD,KUKATPALLY,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Kristin Rice PhD,mangalore,3102,13662697,5952
19-Apr-12,8-May-12,HYDERABAD,JUBLIEE HILLS,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Parker Emard,ambattur,9448,6509294,8612
20-Apr-12,9-May-12,HYDERABAD,BANJARA HILLS,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Ms. Ryan Johnson,tirunelveli,77475,369820715,6918
21-Apr-12,10-May-12,HYDERABAD,KONDAPUR,Commercial,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Rachel Kiehn Jr.,melagaon,23075,46000705,9493
22-Apr-12,11-May-12,HYDERABAD,MIYAPUR,Commercial,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Maudie Paucek,gaya,2700,10544310,5579
23-Apr-12,12-May-12,KOLKATA,Tollygunge,Commercial,Midas,1984,Elta Cartwright,8927,0.61,D,Holly Pouros,jalgaon,4415,16500930,6127
24-Apr-12,13-May-12,KOLKATA,Ballygunge,Commercial,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Gayle Friesen,udaipur,9309,25311171,5438
25-Apr-12,14-May-12,KOLKATA,New Alipore,Residential,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Litzy Dicki,maheshtala,5729,35997828,8727
26-Apr-12,15-May-12,KOLKATA,Salt Lake,Residential,William Hare,1969,Tiffany Hudson,6016,0.37,A,Laurence Miller,tirupur,8160,28727688,9515
27-Apr-12,16-May-12,KOLKATA,Dum Dum,Residential,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Madaline Murazik,davanagere,3025,16795405,7820
28-Apr-12,17-May-12,KOLKATA,Tollygunge,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Eva Luettgen,kozhikode,4197,28228434,9089
29-Apr-12,18-May-12,KOLKATA,Ballygunge,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Shannon Batz,akola,8982,66347160,9982
30-Apr-12,19-May-12,PUNE,Aundh,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Charlotte Lindgren,kurnool,6945,41582076,8091
1-May-12,20-May-12,PUNE,Kalyani Nagar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Elsie Cummings,rajpur sonarpur,7286,33180153,6154
2-May-12,21-May-12,PUNE,Hinjewadi,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Miss Otha Pagac,bokaro,4269,24586964,7783
3-May-12,22-May-12,PUNE,Koregaon Park,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Destiny Abernathy,south dumdum,8185,34815061,5748
4-May-12,23-May-12,PUNE,Magarpatta,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Ruthie Emmerich,bellary,5508,29900949,7336
5-May-12,24-May-12,PUNE,Aundh,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Mariana Buckridge,patiala,9290,48362811,7035
6-May-12,25-May-12,PUNE,Kalyani Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Maverick Douglas,gopalpur,8155,58983158,9774
7-May-12,26-May-12,PUNE,Hinjewadi,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Rebeca Jenkins,agartala,3850,23524193,8257
8-May-12,27-May-12,PUNE,Koregaon Park,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Marilie Torphy,bhagalpur,7513,5119058,8517
9-May-12,28-May-12,PUNE,Magarpatta,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Grady Kohler,muzaffarnagar,5128,21102540,5964
10-May-12,29-May-12,Chennai,T-Nagar,Commercial,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Samson Veum II,bhatpara,13739,20657960,7160
11-May-12,30-May-12,Chennai,Anna Nagar,Commercial,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Mrs. Sandy Harvey,panihati,32518,172904710,7596
12-May-12,31-May-12,Chennai,Adyar,Commercial,Carey Group ,1938,Melvina Veum,2757,0.88,D,Emilia Williamson,latur,28577,185942537,7394
13-May-12,1-Jun-12,Chennai,Porur,Commercial,Malcolm Group,1962,Demond Ward,3028,0.84,E,Melisa Barton I,dhule,4493,19889612,5270
14-May-12,2-Jun-12,Chennai,OMR,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Ms. Horacio Thompson,rohtak,3419,18328028,8376
15-May-12,3-Jun-12,Chennai,T-Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Mr. Patsy Stamm,korba,70584,418901923,8020
16-May-12,4-Jun-12,Chennai,Anna Nagar,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Lenna Kulas,bhilwara,8406,37296413,5282
17-May-12,5-Jun-12,Chennai,Adyar,Residential,United House,1959,Estel Botsford,1728,0.64,B,Reanna Rohan,brahmapur,9790,43815341,6993
18-May-12,6-Jun-12,Chennai,Porur,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Assunta Reinger,muzaffarpur,4321,30069666,9404
19-May-12,7-Jun-12,Chennai,OMR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Nora Boehm,ahmednagar,3897,25881926,8975
20-May-12,8-Jun-12,KOLKATA,New Alipore,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Piper Heathcote,mathura,6036,44385002,9937
21-May-12,9-Jun-12,KOLKATA,Salt Lake,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Autumn Hickle,kollam,5548,28085862,6841
22-May-12,10-Jun-12,KOLKATA,Dum Dum,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Connie Cronin PhD,avadi,2934,10933962,5036
23-May-12,11-Jun-12,KOLKATA,Tollygunge,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Zora Sanford,rajamundry,4415,29377763,8992
24-May-12,12-Jun-12,KOLKATA,Ballygunge,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Keara Harvey,kadapa,9309,55557043,8065
25-May-12,13-Jun-12,KOLKATA,New Alipore,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Carlie Ledner,kamarhati,5729,33462058,7893
26-May-12,14-Jun-12,KOLKATA,Salt Lake,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Stan Kiehn,bilaspur,8160,43017562,7124
27-May-12,15-Jun-12,KOLKATA,Dum Dum,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Kayli Mertz,shahjahanpur,3025,19275724,8611
28-May-12,16-Jun-12,KOLKATA,Tollygunge,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Mr. Scottie Mann,bijapur,4197,24479758,7882
29-May-12,17-Jun-12,KOLKATA,Ballygunge,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Cathryn Runolfsson,rampur,8982,57314322,8623
30-May-12,18-Jun-12,PUNE,Aundh,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Hobart Langworth,shivamogga,6945,28661876,5577
31-May-12,19-Jun-12,PUNE,Kalyani Nagar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Glen Carroll,chandrapur,7286,41073514,7618
1-Jun-12,20-Jun-12,PUNE,Hinjewadi,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Queenie Deckow,junagadh,4269,16569270,5245
2-Jun-12,21-Jun-12,PUNE,Koregaon Park,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Diamond Hamill,thrissur,8185,57540550,9500
3-Jun-12,22-Jun-12,PUNE,Magarpatta,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Therese Hoppe Jr.,alwar,5508,22189308,5444
4-Jun-12,23-Jun-12,PUNE,Aundh,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Kendall Kiehn,bardhaman,9290,64861851,9435
5-Jun-12,24-Jun-12,PUNE,Kalyani Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Linwood Schinner,kulti,8155,37614285,6233
6-Jun-12,25-Jun-12,PUNE,Hinjewadi,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Rosemary Ritchie,kakinada,3850,24495702,8598
7-Jun-12,26-Jun-12,PUNE,Koregaon Park,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Mackenzie Murray,nizamabad,7513,52966500,9527
8-Jun-12,27-Jun-12,PUNE,Magarpatta,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Conner Bartell,parbhani,5128,31993284,8431
9-Jun-12,28-Jun-12,Chennai,T-Nagar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Carmel Krajcik,tumkur,13739,77725645,7645
10-Jun-12,29-Jun-12,Chennai,Anna Nagar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Sandy Rohan,hisar,32518,185239437,7698
11-Jun-12,30-Jun-12,Chennai,Adyar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Emory Leuschke,ozhukarai,22622,89610719,5353
12-Jun-12,1-Jul-12,Chennai,Porur,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Celestine Kemmer,bihar sharif,4988,2392644,5996
13-Jun-12,2-Jul-12,Chennai,OMR,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Yasmeen Aufderhar,panipat,3559,13904230,5662
14-Jun-12,3-Jul-12,Chennai,T-Nagar,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Judy Boehm IV,darbhanga,10156,18079407,8477
15-Jun-12,4-Jul-12,Chennai,Anna Nagar,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Jermaine Murazik,bally,8043,47073266,8361
16-Jun-12,5-Jul-12,Chennai,Adyar,Residential,Midas,1984,Elta Cartwright,8927,0.61,D,Grant Leannon,aizwal,10467,49699828,7784
17-Jun-12,6-Jul-12,Chennai,Porur,Residential,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Ms. Cali Schroeder,dewas,4574,16939809,7407
18-Jun-12,7-Jul-12,Chennai,OMR,Residential,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Mrs. Gilda Bauch,ichalkaranji,4122,18287830,6162
19-Jun-12,8-Jul-12,KOLKATA,New Alipore,Commercial,William Hare,1969,Tiffany Hudson,6016,0.37,A,Casandra Crona,tirupati,6619,23180069,9465
20-Jun-12,9-Jul-12,KOLKATA,Salt Lake,Commercial,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Stephany Sporer,karnal,5290,33705447,8974
21-Jun-12,10-Jul-12,KOLKATA,Dum Dum,Commercial,ESH Holdings,1849,Miss Kaci Hodkiewicz,7219,0.61,C,Brenda Buckridge,bathinda,2974,17502823,9648
22-Jun-12,11-Jul-12,KOLKATA,Tollygunge,Commercial,North Midland Construction,1857,Haleigh DuBuque V,6986,0.27,B,Josiah Hahn,jalna,4640,8486467,6774
23-Jun-12,12-Jul-12,KOLKATA,Ballygunge,Commercial,Ogilvie Group,1862,Gisselle Yost Jr.,9196,0.82,D,Providenci Nikolaus,barasat,10487,45008946,5234
24-Jun-12,13-Jul-12,KOLKATA,New Alipore,Residential,Barr ,1841,Rosalinda Pacocha,2233,0.52,B,Rashad Cummerata,kirari suleman nagar,6219,32063920,9915
25-Jun-12,14-Jul-12,KOLKATA,Salt Lake,Residential,Forth Holdings,1915,Johnny Pagac,9881,0.4,D,Jakayla Dooley,purnia,7764,16416202,5286
26-Jun-12,15-Jul-12,KOLKATA,Dum Dum,Residential,Bechtel,1809,Rafaela Hintz DVM,1909,0.28,E,Barton Luettgen,satna,3341,5515590,5896
27-Jun-12,16-Jul-12,KOLKATA,Tollygunge,Residential,GB Building Solutions,1891,Gordon Sauer DVM,5880,0.98,A,Vivien Schaden,mau,4386,22862551,5319
28-Jun-12,17-Jul-12,KOLKATA,Ballygunge,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Tiara Walker,sonipat,10257,82741373,8674
29-Jun-12,18-Jul-12,PUNE,Aundh,Commercial,Lakehouse Contracts,1969,Laisha Bins MD,6540,0.19,B,D'angelo Medhurst,farrukhabad,7138,11415304,8417
30-Jun-12,19-Jul-12,PUNE,Kalyani Nagar,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Alessandro Effertz,sagar,7992,73522884,9892
1-Jul-12,20-Jul-12,PUNE,Hinjewadi,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Ashton Beier III,rourkela,5019,42825872,9175
2-Jul-12,21-Jul-12,PUNE,Koregaon Park,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,John Thompson,durgapur,8849,51550026,6264
3-Jul-12,22-Jul-12,PUNE,Magarpatta,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Peyton Hilpert,imphal,5925,32504965,5899
4-Jul-12,23-Jul-12,PUNE,Aundh,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Lois Frami,ratlam,8307,42304893,5476
5-Jul-12,24-Jul-12,PUNE,Kalyani Nagar,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Jeanette Johnson,hapur,8475,61911146,7855
6-Jul-12,25-Jul-12,PUNE,Hinjewadi,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Dario Prohaska,anantapur,4519,33306160,7925
7-Jul-12,26-Jul-12,PUNE,Koregaon Park,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Lindsay Bradtke,arrah,8593,54709741,6846
8-Jul-12,27-Jul-12,PUNE,Magarpatta,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Nichole Miller IV,karimnagar,5587,33259020,6401
9-Jul-12,28-Jul-12,Chennai,T-Nagar,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Arnold Weissnat,etawah,14952,134409210,9666
10-Jul-12,29-Jul-12,Chennai,Anna Nagar,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Tiana Dare,ambernath,25329,170262551,7228
11-Jul-12,30-Jul-12,Chennai,Adyar,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Antoinette Walter,north dumdum,22622,181035948,8605
12-Jul-12,31-Jul-12,Chennai,Porur,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Ilene Smith,bharatpur,4988,46230679,9966
13-Jul-12,1-Aug-12,Chennai,OMR,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Arthur Cruickshank,begusarai,3559,20193517,6101
14-Jul-12,2-Aug-12,Chennai,T-Nagar,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Hobart Barton III,new delhi,10156,75409519,7984
15-Jul-12,3-Aug-12,Chennai,Anna Nagar,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Amara Miller,gandhidham,8043,73924741,9883
16-Jul-12,4-Aug-12,Chennai,Adyar,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Trisha Cartwright,baranagar,10467,91375968,9387
17-Jul-12,5-Aug-12,Chennai,Porur,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Mckayla Labadie,thiruvittiyur,4574,36268069,8526
18-Jul-12,6-Aug-12,Chennai,OMR,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Vivianne Rowe I,puducherry,4122,27823253,7258
19-Jul-12,7-Aug-12,DELHI,Mayur Vihar,Commercial,Lakehouse Contracts,1969,Laisha Bins MD,6540,0.19,B,Ms. Karli Rutherford,sikar,9800,16322292,8766
20-Jul-12,8-Aug-12,DELHI,Chanakyapuri,Commercial,Bullock Construction,1844,Chaya Langosh,6738,0.42,D,Hildegard Greenfelder,thoothukudi,53000,198180780,8903
21-Jul-12,9-Aug-12,DELHI,Vasant Kunj,Commercial,McLaughlin & Harvey ,1830,Franco Gaylord,9027,0.57,E,Miss Graham DuBuque,rewa,15900,74570364,8228
22-Jul-12,10-Aug-12,DELHI,Saket,Commercial,Brett Group,1940,Naomie Daniel,1452,0.21,C,Kay Mann,mirzapur,20000,37850400,9012
23-Jul-12,11-Aug-12,DELHI,Pithampura,Commercial,Mulalley,1817,Fletcher Sauer PhD,3414,0.65,B,Chanel Kutch DVM,raichur,32100,208086645,9973
24-Jul-12,12-Aug-12,DELHI,Mayur Vihar,Residential,Mabey,1814,Dereck Simonis V,5578,0.94,A,Grayson Deckow,pali,9100,46884474,5481
25-Jul-12,13-Aug-12,DELHI,Chanakyapuri,Residential,Lagan,1896,Bailey Witting,4545,0.32,D,Willow Lockman,ramagundam,52000,101637120,6108
26-Jul-12,14-Aug-12,DELHI,Vasant Kunj,Residential,Headcrown,1802,Kyra Herman,7357,0.58,E,Trinity Ratke,vizianagaram,15400,70875420,7935
27-Jul-12,15-Aug-12,DELHI,Saket,Residential,Thomas Armstrong ,1869,Carlos Moen DDS,7225,0.91,B,Vida Bauch,katihar,19900,93478658,5162
28-Jul-12,16-Aug-12,DELHI,Pithampura,Residential,Tolent,1917,Miss Clair Greenholt,1334,0.83,C,Linda Swift IV,haridwar,32000,189718080,7143
29-Jul-12,17-Aug-12,HYDERABAD,KUKATPALLY,Commercial,GF Tomlinson,1854,Miss Larue Considine,4473,0.45,D,Margarett Yundt,sri ganganagar,3136,14097888,9990
30-Jul-12,18-Aug-12,HYDERABAD,JUBLIEE HILLS,Commercial,Simpson (York),1878,Nico Beier,6445,0.39,E,Verlie Gulgowski,karawat nagar,10258,30592741,7647
31-Jul-12,19-Aug-12,HYDERABAD,BANJARA HILLS,Commercial,Pyeroy Group,1817,Tito Langworth,7430,0.28,C,Elijah Mraz,nagercoil,68598,149894862,7804
1-Aug-12,20-Aug-12,HYDERABAD,KONDAPUR,Commercial,M.V. Kelly Limited,1868,Lafayette Marquardt,2057,0.45,D,Wilhelm Hodkiewicz,mango,26184,73607152,6247
2-Aug-12,21-Aug-12,HYDERABAD,MIYAPUR,Commercial,Masterson ,1859,Dejon Koelpin,8435,0.27,A,Jaylin Kshlerin II,bulandshahr,2885,4307594,5530
3-Aug-12,22-Aug-12,HYDERABAD,KUKATPALLY,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Alexanne Marvin,thanjavur,1987,12410564,6716
4-Aug-12,23-Aug-12,HYDERABAD,JUBLIEE HILLS,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Troy Kozey,mumbai,5059,35470015,7539
